	#node1	node2	node1_string_id	node2_string_id	combined_score
34030	EIF5B	RPL34	9606.ENSP00000289371	9606.ENSP00000378163	0.734
34031	EIF5B	RPL15	9606.ENSP00000289371	9606.ENSP00000309334	0.734
34032	EIF5B	RPL23	9606.ENSP00000289371	9606.ENSP00000420311	0.734
34033	EIF5B	RPL14	9606.ENSP00000289371	9606.ENSP00000379506	0.734
34034	EIF5B	RPL22	9606.ENSP00000289371	9606.ENSP00000346088	0.734
34035	EIF5B	RPL6	9606.ENSP00000289371	9606.ENSP00000403172	0.734
34036	EIF5B	RPL4	9606.ENSP00000289371	9606.ENSP00000311430	0.734
34037	EIF5B	RPL9	9606.ENSP00000289371	9606.ENSP00000494697	0.833
34038	EIF5B	RPL18	9606.ENSP00000289371	9606.ENSP00000447001	0.734
34039	EIF5B	RPL13A	9606.ENSP00000289371	9606.ENSP00000375730	0.734
34040	EIF5B	RPL11	9606.ENSP00000289371	9606.ENSP00000496250	0.734
34041	EIF5B	RPL35A	9606.ENSP00000289371	9606.ENSP00000495672	0.734
34042	EIF5B	RPL24	9606.ENSP00000289371	9606.ENSP00000377640	0.734
34043	EIF5B	RPL10	9606.ENSP00000289371	9606.ENSP00000413436	0.834
34044	EIF5B	RPL37A	9606.ENSP00000289371	9606.ENSP00000418082	0.734
34045	ANAPC5	TRIM33	9606.ENSP00000261819	9606.ENSP00000351250	0.734
34046	RPA2	TIMELESS	9606.ENSP00000363017	9606.ENSP00000450607	0.734
34047	CCT6A	STK24	9606.ENSP00000275603	9606.ENSP00000365730	0.734
34048	CCT6A	PPP2CA	9606.ENSP00000275603	9606.ENSP00000418447	0.734
34049	CCT6A	STRN4	9606.ENSP00000275603	9606.ENSP00000375777	0.734
34050	TBK1	TBKBP1	9606.ENSP00000329967	9606.ENSP00000354777	0.987
34051	MED16	QKI	9606.ENSP00000325612	9606.ENSP00000355094	0.734
34052	SMG7	RBM8A	9606.ENSP00000425133	9606.ENSP00000463058	0.734
34053	LAMP1	SZT2	9606.ENSP00000333298	9606.ENSP00000457168	0.734
34054	LAMP1	SEC13	9606.ENSP00000333298	9606.ENSP00000373312	0.734
34055	LAMP1	NPRL3	9606.ENSP00000333298	9606.ENSP00000483814	0.734
34056	LAMP1	MTOR	9606.ENSP00000333298	9606.ENSP00000354558	0.734
34057	LAMP1	LAMP2	9606.ENSP00000333298	9606.ENSP00000408411	0.968
34058	SLU7	SF3B2	9606.ENSP00000297151	9606.ENSP00000318861	0.734
34059	SLU7	PRPF3	9606.ENSP00000297151	9606.ENSP00000315379	0.734
34060	NXF1	UPF1	9606.ENSP00000436679	9606.ENSP00000470142	0.734
34061	NXF1	RBM8A	9606.ENSP00000436679	9606.ENSP00000463058	0.734
34062	NXF1	RNPS1	9606.ENSP00000436679	9606.ENSP00000457723	0.734
34063	NPLOC4	UBAC2	9606.ENSP00000331487	9606.ENSP00000383911	0.734
34064	NPLOC4	NSFL1C	9606.ENSP00000331487	9606.ENSP00000418529	0.739
34065	PSMC5	MTOR	9606.ENSP00000310572	9606.ENSP00000354558	0.734
34066	PSMC5	UBQLN4	9606.ENSP00000310572	9606.ENSP00000357292	0.734
34067	FAF1	NSFL1C	9606.ENSP00000379457	9606.ENSP00000418529	0.734
34068	ALYREF	UPF1	9606.ENSP00000421592	9606.ENSP00000470142	0.734
34069	IKBKG	MYD88	9606.ENSP00000483825	9606.ENSP00000498321	0.816
34070	UBQLN4	PSMA7	9606.ENSP00000357292	9606.ENSP00000359910	0.734
34071	UBQLN4	PSMB3	9606.ENSP00000357292	9606.ENSP00000483688	0.734
34072	UBQLN4	PSMA1	9606.ENSP00000357292	9606.ENSP00000414359	0.734
34073	NDUFAF3	NDUFS5	9606.ENSP00000323076	9606.ENSP00000362058	0.734
34074	UPF3A	ALYREF	9606.ENSP00000364448	9606.ENSP00000421592	0.734
34075	PSMA5	UBQLN4	9606.ENSP00000271308	9606.ENSP00000357292	0.734
34076	ZNF687	INTS1	9606.ENSP00000319829	9606.ENSP00000385722	0.734
34077	U2AF2	SF3B2	9606.ENSP00000307863	9606.ENSP00000318861	0.805
34078	U2AF2	RBM10	9606.ENSP00000307863	9606.ENSP00000328848	0.782
34079	U2AF2	SF3B5	9606.ENSP00000307863	9606.ENSP00000356541	0.734
34080	ETF1	SMG1	9606.ENSP00000353741	9606.ENSP00000402515	0.844
34081	STK24	STK26	9606.ENSP00000365730	9606.ENSP00000377867	0.916
34082	STK24	STRN4	9606.ENSP00000365730	9606.ENSP00000375777	0.778
34083	STK24	CCT4	9606.ENSP00000365730	9606.ENSP00000377958	0.734
34084	RPL19	EIF5B	9606.ENSP00000225430	9606.ENSP00000289371	0.734
34085	PPP6R3	PPP6R1	9606.ENSP00000377390	9606.ENSP00000414202	0.843
34086	RTF2	TRMT1	9606.ENSP00000023939	9606.ENSP00000466967	0.733
34087	BECN1	BCL2L1	9606.ENSP00000355231	9606.ENSP00000365230	0.996
34088	SORL1	GGA2	9606.ENSP00000260197	9606.ENSP00000311962	0.733
34089	SORL1	GGA1	9606.ENSP00000260197	9606.ENSP00000371175	0.824
34090	IGF2BP3	IGF2BP1	9606.ENSP00000258729	9606.ENSP00000290341	0.848
34091	PSMB10	PSMD6	9606.ENSP00000351314	9606.ENSP00000418695	0.733
34092	MCM6	MAPRE2	9606.ENSP00000264156	9606.ENSP00000300249	0.733
34093	GTPBP4	FTSJ3	9606.ENSP00000354040	9606.ENSP00000396673	0.732
34094	GIGYF1	DDX6	9606.ENSP00000275732	9606.ENSP00000478754	0.829
34095	RBM39	SAP18	9606.ENSP00000253363	9606.ENSP00000481842	0.73
34096	TACC3	CKAP5	9606.ENSP00000326550	9606.ENSP00000432768	0.996
34097	PSMC4	PSMB9	9606.ENSP00000157812	9606.ENSP00000363993	0.729
34098	EIF5B	RPL32	9606.ENSP00000289371	9606.ENSP00000416429	0.73
34099	EIF5B	RPL38	9606.ENSP00000289371	9606.ENSP00000309830	0.73
34100	PSMB9	PSMD6	9606.ENSP00000363993	9606.ENSP00000418695	0.729
34101	COMMD6	COMMD3	9606.ENSP00000348054	9606.ENSP00000366032	0.729
34102	XPO7	VPS26C	9606.ENSP00000252512	9606.ENSP00000311399	0.729
34103	VARS1	EEF1D	9606.ENSP00000364815	9606.ENSP00000410059	0.851
34104	HNRNPUL2	AK3	9606.ENSP00000301785	9606.ENSP00000371230	0.729
34105	PSMD8	PSMB9	9606.ENSP00000215071	9606.ENSP00000363993	0.728
34106	PSMG2	PSMB9	9606.ENSP00000325919	9606.ENSP00000363993	0.728
34107	RPS3	GCN1	9606.ENSP00000278572	9606.ENSP00000300648	0.727
34108	USP18	ISG15	9606.ENSP00000215794	9606.ENSP00000496832	0.875
34109	RSL24D1	PES1	9606.ENSP00000260443	9606.ENSP00000346725	0.727
34110	RSL24D1	RSL1D1	9606.ENSP00000260443	9606.ENSP00000460871	0.727
34111	RSL24D1	DDX18	9606.ENSP00000260443	9606.ENSP00000263239	0.727
34112	RSL24D1	NOC2L	9606.ENSP00000260443	9606.ENSP00000317992	0.727
34113	AAMP	RPL10	9606.ENSP00000403343	9606.ENSP00000413436	0.808
34114	SF3A2	SF1	9606.ENSP00000221494	9606.ENSP00000366604	0.727
34115	CD2BP2	PPP1CA	9606.ENSP00000304903	9606.ENSP00000326031	0.727
34116	GTPBP4	RSL1D1	9606.ENSP00000354040	9606.ENSP00000460871	0.795
34117	RPS23	RSL1D1	9606.ENSP00000296674	9606.ENSP00000460871	0.727
34118	EIF5	RPS6	9606.ENSP00000216554	9606.ENSP00000369757	0.726
34119	PSMD11	PSMB9	9606.ENSP00000261712	9606.ENSP00000363993	0.726
34120	ARAF	YWHAQ	9606.ENSP00000290277	9606.ENSP00000371267	0.725
34121	TFIP11	SNW1	9606.ENSP00000384421	9606.ENSP00000451129	0.726
34122	GID8	RMND5A	9606.ENSP00000266069	9606.ENSP00000283632	0.942
34123	CCDC12	BUD31	9606.ENSP00000292314	9606.ENSP00000386023	0.726
34124	KRR1	KRI1	9606.ENSP00000229214	9606.ENSP00000498803	0.87
34125	CUL1	GPS1	9606.ENSP00000326804	9606.ENSP00000376167	0.725
34126	RPL7L1	BOP1	9606.ENSP00000418221	9606.ENSP00000455106	0.724
34127	BUB1B	ZWINT	9606.ENSP00000287598	9606.ENSP00000363055	0.863
34128	EPRS1	YARS1	9606.ENSP00000355890	9606.ENSP00000362576	0.814
34129	EIF6	RSL1D1	9606.ENSP00000363559	9606.ENSP00000460871	0.725
34130	STUB1	HSPA1B	9606.ENSP00000219548	9606.ENSP00000364801	0.818
34131	MTCL1	MARK2	9606.ENSP00000352927	9606.ENSP00000385751	0.724
34132	DRG1	RWDD1	9606.ENSP00000329715	9606.ENSP00000420357	0.757
34133	PTBP1	HNRNPAB	9606.ENSP00000349428	9606.ENSP00000425031	0.746
34134	GET4	RNF126	9606.ENSP00000265857	9606.ENSP00000292363	0.724
34135	TRIM28	ZWINT	9606.ENSP00000253024	9606.ENSP00000363055	0.724
34136	HNRNPH1	ZWINT	9606.ENSP00000349168	9606.ENSP00000363055	0.724
34137	CKAP5	SNW1	9606.ENSP00000432768	9606.ENSP00000451129	0.724
34138	DDX5	ZWINT	9606.ENSP00000225792	9606.ENSP00000363055	0.724
34139	SMS	MTRR	9606.ENSP00000385746	9606.ENSP00000402510	0.724
34140	DECR1	PTTG1	9606.ENSP00000220764	9606.ENSP00000377536	0.724
34141	LMNB1	ZWINT	9606.ENSP00000261366	9606.ENSP00000363055	0.724
34142	PRMT5	SF3A3	9606.ENSP00000319169	9606.ENSP00000362110	0.724
34143	TRA2A	DHX15	9606.ENSP00000297071	9606.ENSP00000336741	0.724
34144	TRA2A	U2SURP	9606.ENSP00000297071	9606.ENSP00000418563	0.728
34145	NOC2L	RPL18	9606.ENSP00000317992	9606.ENSP00000447001	0.724
34146	ZWINT	CNBP	9606.ENSP00000363055	9606.ENSP00000410769	0.724
34147	ZWINT	HNRNPF	9606.ENSP00000363055	9606.ENSP00000400433	0.724
34148	ZWINT	RRBP1	9606.ENSP00000363055	9606.ENSP00000367038	0.724
34149	ZWINT	DDX17	9606.ENSP00000363055	9606.ENSP00000380033	0.724
34150	PSMD7	PSMB9	9606.ENSP00000219313	9606.ENSP00000363993	0.737
34151	BOP1	RPL27	9606.ENSP00000455106	9606.ENSP00000464813	0.741
34152	FTSJ3	RPL23	9606.ENSP00000396673	9606.ENSP00000420311	0.723
34153	DDX18	RPL7L1	9606.ENSP00000263239	9606.ENSP00000418221	0.721
34154	JUND	MEN1	9606.ENSP00000252818	9606.ENSP00000337088	0.989
34155	SRSF9	HNRNPUL1	9606.ENSP00000229390	9606.ENSP00000375863	0.721
34156	TOPBP1	MDC1	9606.ENSP00000260810	9606.ENSP00000365588	0.951
34157	PSMA5	PSME3	9606.ENSP00000271308	9606.ENSP00000293362	0.721
34158	H2AZ1	EP400	9606.ENSP00000296417	9606.ENSP00000374212	0.72
34159	ARRDC3	NEDD4	9606.ENSP00000265138	9606.ENSP00000424827	0.966
34160	SF3A2	RBM25	9606.ENSP00000221494	9606.ENSP00000261973	0.72
34161	MRPL3	ACSF2	9606.ENSP00000264995	9606.ENSP00000401831	0.72
34162	PPP1CC	PPP1R2	9606.ENSP00000341779	9606.ENSP00000484580	0.72
34163	RSL24D1	BOP1	9606.ENSP00000260443	9606.ENSP00000455106	0.81
34164	RPL23A	RSL1D1	9606.ENSP00000389103	9606.ENSP00000460871	0.719
34165	PES1	RPL5	9606.ENSP00000346725	9606.ENSP00000359345	0.719
34166	NOC2L	RPL23A	9606.ENSP00000317992	9606.ENSP00000389103	0.719
34167	IPO7	FAU	9606.ENSP00000369042	9606.ENSP00000431822	0.718
34168	RAB11B	SH3BP5	9606.ENSP00000333547	9606.ENSP00000373301	0.718
34169	RPL18A	FTSJ3	9606.ENSP00000222247	9606.ENSP00000396673	0.718
34170	PRPF3	SMNDC1	9606.ENSP00000315379	9606.ENSP00000358616	0.718
34171	GTF3C5	BRD7	9606.ENSP00000361180	9606.ENSP00000378181	0.717
34172	UBE2E1	USP8	9606.ENSP00000303709	9606.ENSP00000379721	0.717
34173	GCN1	RPS15	9606.ENSP00000300648	9606.ENSP00000466010	0.717
34174	GCN1	RPS2	9606.ENSP00000300648	9606.ENSP00000341885	0.717
34175	GCN1	RPS13	9606.ENSP00000300648	9606.ENSP00000435777	0.717
34176	GCN1	RPL23A	9606.ENSP00000300648	9606.ENSP00000389103	0.717
34177	H1-10	RSL1D1	9606.ENSP00000329662	9606.ENSP00000460871	0.717
34178	KMT2D	PRKAB1	9606.ENSP00000301067	9606.ENSP00000441369	0.717
34179	RPS12	GCN1	9606.ENSP00000230050	9606.ENSP00000300648	0.717
34180	WBP1	RUVBL2	9606.ENSP00000233615	9606.ENSP00000473172	0.777
34181	RPL14	FTSJ3	9606.ENSP00000379506	9606.ENSP00000396673	0.715
34182	SRCAP	H2AZ1	9606.ENSP00000262518	9606.ENSP00000296417	0.861
34183	PPP1R16B	PPP1CB	9606.ENSP00000299824	9606.ENSP00000378769	0.752
34184	PSMB4	PSME3	9606.ENSP00000290541	9606.ENSP00000293362	0.712
34185	ILF2	ILF3	9606.ENSP00000355011	9606.ENSP00000404121	0.994
34186	RAP1GDS1	RHOA	9606.ENSP00000340454	9606.ENSP00000400175	0.822
34187	THOC1	SAP30BP	9606.ENSP00000261600	9606.ENSP00000462116	0.71
34188	VCP	UBXN11	9606.ENSP00000351777	9606.ENSP00000363339	0.713
34189	PSMA4	PSME3	9606.ENSP00000044462	9606.ENSP00000293362	0.709
34190	PSMA2	PSMG2	9606.ENSP00000223321	9606.ENSP00000325919	0.708
34191	PPP1CB	PPP1R2	9606.ENSP00000378769	9606.ENSP00000484580	0.708
34192	SF3B4	RBM10	9606.ENSP00000271628	9606.ENSP00000328848	0.709
34193	PPIG	PCBP1	9606.ENSP00000260970	9606.ENSP00000305556	0.709
34194	PRPF19	RBM10	9606.ENSP00000227524	9606.ENSP00000328848	0.709
34195	PRPF19	RBM5	9606.ENSP00000227524	9606.ENSP00000343054	0.709
34196	DHX15	RBM5	9606.ENSP00000336741	9606.ENSP00000343054	0.918
34197	SF3A2	U2AF1	9606.ENSP00000221494	9606.ENSP00000291552	0.709
34198	SF3A2	DNAJC8	9606.ENSP00000221494	9606.ENSP00000263697	0.709
34199	HSPB1	EFTUD2	9606.ENSP00000248553	9606.ENSP00000392094	0.709
34200	SNRPA	U2AF2	9606.ENSP00000243563	9606.ENSP00000307863	0.836
34201	SART1	SNW1	9606.ENSP00000310448	9606.ENSP00000451129	0.709
34202	YWHAH	RAF1	9606.ENSP00000248975	9606.ENSP00000401888	0.82
34203	YWHAH	ARAF	9606.ENSP00000248975	9606.ENSP00000290277	0.709
34204	DHX8	CHERP	9606.ENSP00000262415	9606.ENSP00000439856	0.709
34205	U2AF2	PRPF3	9606.ENSP00000307863	9606.ENSP00000315379	0.756
34206	LSM14B	DDX6	9606.ENSP00000279068	9606.ENSP00000478754	0.801
34207	MAP2K1	YWHAZ	9606.ENSP00000302486	9606.ENSP00000379287	0.709
34208	CUL1	COPS5	9606.ENSP00000326804	9606.ENSP00000350512	0.851
34209	NASP	RBBP4	9606.ENSP00000255120	9606.ENSP00000362592	0.777
34210	CDKN1A	CDC45	9606.ENSP00000384849	9606.ENSP00000405726	0.708
34211	H2AZ1	NAP1L4	9606.ENSP00000296417	9606.ENSP00000369915	0.707
34212	RANBP3	RCC1	9606.ENSP00000341483	9606.ENSP00000497402	0.828
34213	AHSA1	HSP90AB1	9606.ENSP00000216479	9606.ENSP00000360609	0.991
34214	PSMC5	SSNA1	9606.ENSP00000310572	9606.ENSP00000313752	0.706
34215	RBPJ	FHL1	9606.ENSP00000345206	9606.ENSP00000498684	0.869
34216	KPNB1	NCBP2	9606.ENSP00000290158	9606.ENSP00000326806	0.704
34217	MCM7	MCMBP	9606.ENSP00000307288	9606.ENSP00000353098	0.705
34218	RPL35	DDX18	9606.ENSP00000259469	9606.ENSP00000263239	0.704
34219	DHPS	EIF5A	9606.ENSP00000210060	9606.ENSP00000336702	0.804
34220	CAPZA1	SH3KBP1	9606.ENSP00000263168	9606.ENSP00000380921	0.702
34221	GNL3	BOP1	9606.ENSP00000395772	9606.ENSP00000455106	0.703
34222	TWF2	CAP1	9606.ENSP00000303908	9606.ENSP00000361883	0.701
34223	EIF4EBP2	EIF4E	9606.ENSP00000362314	9606.ENSP00000425561	0.995
34224	SF3A1	SF1	9606.ENSP00000215793	9606.ENSP00000366604	0.702
34225	CHORDC1	HSP90AB1	9606.ENSP00000319255	9606.ENSP00000360609	0.786
34226	CARMIL2	CAPZB	9606.ENSP00000334958	9606.ENSP00000401010	0.701
34227	KHDRBS1	DHX9	9606.ENSP00000313829	9606.ENSP00000356520	0.823
34228	PABPC1	PAN3	9606.ENSP00000313007	9606.ENSP00000370345	0.761
34229	SMAD7	WWP2	9606.ENSP00000262158	9606.ENSP00000352069	0.79
34230	MAPK3	DUSP6	9606.ENSP00000263025	9606.ENSP00000279488	0.764
34231	GABARAPL2	ATG3	9606.ENSP00000037243	9606.ENSP00000283290	0.995
34232	PABPC1	PAN2	9606.ENSP00000313007	9606.ENSP00000481859	0.738
34233	WDR11	XPOT	9606.ENSP00000263461	9606.ENSP00000327821	0.699
34234	PSMB8	PSMC6	9606.ENSP00000364016	9606.ENSP00000484998	0.699
34235	ANP32A	ANP32E	9606.ENSP00000417864	9606.ENSP00000463154	0.699
34236	RPL32	NSA2	9606.ENSP00000416429	9606.ENSP00000483484	0.698
34237	VARS1	EEF1B2	9606.ENSP00000364815	9606.ENSP00000376055	0.736
34238	PSMD12	PSMB8	9606.ENSP00000348442	9606.ENSP00000364016	0.7
34239	PRCC	PPIL2	9606.ENSP00000271526	9606.ENSP00000486725	0.699
34240	NDUFS7	LONP1	9606.ENSP00000233627	9606.ENSP00000353826	0.697
34241	BMP2K	REPS1	9606.ENSP00000334836	9606.ENSP00000392065	0.697
34242	TRIR	SNRPA	9606.ENSP00000242784	9606.ENSP00000243563	0.791
34243	RPL37A	RPL7L1	9606.ENSP00000418082	9606.ENSP00000418221	0.696
34244	EIF6	GNL3	9606.ENSP00000363559	9606.ENSP00000395772	0.733
34245	PES1	NOP2	9606.ENSP00000346725	9606.ENSP00000371858	0.695
34246	SAE1	UBE2I	9606.ENSP00000270225	9606.ENSP00000348056	0.885
34247	UBE2I	ZNF451	9606.ENSP00000348056	9606.ENSP00000359740	0.881
34248	RANBP9	RMND5A	9606.ENSP00000011619	9606.ENSP00000283632	0.758
34249	ATG3	MAP1LC3B	9606.ENSP00000283290	9606.ENSP00000498476	0.802
34250	ATG3	GABARAP	9606.ENSP00000283290	9606.ENSP00000306866	0.904
34251	UBE2D2	OTUB1	9606.ENSP00000381717	9606.ENSP00000444357	0.849
34252	SF3A1	RBM10	9606.ENSP00000215793	9606.ENSP00000328848	0.694
34253	U2AF1	SF3B2	9606.ENSP00000291552	9606.ENSP00000318861	0.694
34254	LUC7L	CHERP	9606.ENSP00000293872	9606.ENSP00000439856	0.694
34255	RBM5	U2SURP	9606.ENSP00000343054	9606.ENSP00000418563	0.694
34256	MCM5	MCMBP	9606.ENSP00000216122	9606.ENSP00000353098	0.733
34257	SF3A2	HMG20B	9606.ENSP00000221494	9606.ENSP00000328269	0.694
34258	SF3A2	HSPD1	9606.ENSP00000221494	9606.ENSP00000340019	0.694
34259	SF3A2	TRAP1	9606.ENSP00000221494	9606.ENSP00000246957	0.694
34260	LEMD3	SMAD3	9606.ENSP00000308369	9606.ENSP00000332973	0.861
34261	RBM10	IK	9606.ENSP00000328848	9606.ENSP00000396301	0.694
34262	RBM10	U2SURP	9606.ENSP00000328848	9606.ENSP00000418563	0.694
34263	SNRPC	RBM10	9606.ENSP00000244520	9606.ENSP00000328848	0.694
34264	CALR	GANAB	9606.ENSP00000320866	9606.ENSP00000340466	0.711
34265	XAB2	IK	9606.ENSP00000351137	9606.ENSP00000396301	0.694
34266	U2AF2	CHERP	9606.ENSP00000307863	9606.ENSP00000439856	0.694
34267	JUND	ATF2	9606.ENSP00000252818	9606.ENSP00000264110	0.721
34268	PPP2CA	CDC27	9606.ENSP00000418447	9606.ENSP00000434614	0.693
34269	SP1	RELA	9606.ENSP00000329357	9606.ENSP00000384273	0.817
34270	NOP2	RSL1D1	9606.ENSP00000371858	9606.ENSP00000460871	0.692
34271	HTRA2	TNF	9606.ENSP00000258080	9606.ENSP00000398698	0.691
34272	RPS27A	IKBKG	9606.ENSP00000272317	9606.ENSP00000483825	0.69
34273	CRBN	GPS1	9606.ENSP00000231948	9606.ENSP00000376167	0.691
34274	CRBN	COPS5	9606.ENSP00000231948	9606.ENSP00000350512	0.691
34275	CRBN	COPS2	9606.ENSP00000231948	9606.ENSP00000299259	0.691
34276	CRBN	COPS3	9606.ENSP00000231948	9606.ENSP00000268717	0.691
34277	CRBN	COPS6	9606.ENSP00000231948	9606.ENSP00000304102	0.691
34278	TNIP2	TNF	9606.ENSP00000321203	9606.ENSP00000398698	0.691
34279	RPL8	DRG1	9606.ENSP00000262584	9606.ENSP00000329715	0.69
34280	ATP5IF1	ATP5F1A	9606.ENSP00000335203	9606.ENSP00000381736	0.69
34281	NOP2	BOP1	9606.ENSP00000371858	9606.ENSP00000455106	0.688
34282	MCM2	CDK6	9606.ENSP00000265056	9606.ENSP00000265734	0.689
34283	ATP5IF1	ATP5PB	9606.ENSP00000335203	9606.ENSP00000358737	0.689
34284	CDK4	MCM2	9606.ENSP00000257904	9606.ENSP00000265056	0.689
34285	CAP1	CFL1	9606.ENSP00000361883	9606.ENSP00000432660	0.746
34286	ARF1	ARFIP2	9606.ENSP00000440005	9606.ENSP00000484121	0.792
34287	DDX18	RPL13	9606.ENSP00000263239	9606.ENSP00000307889	0.687
34288	ARL6IP1	TUFM	9606.ENSP00000306788	9606.ENSP00000322439	0.688
34289	RB1	LMNA	9606.ENSP00000267163	9606.ENSP00000357283	0.688
34290	ID2	TCF4	9606.ENSP00000234091	9606.ENSP00000381382	0.793
34291	PSMD4	PSMB8	9606.ENSP00000357876	9606.ENSP00000364016	0.701
34292	POLR3E	MAF1	9606.ENSP00000299853	9606.ENSP00000318604	0.687
34293	USP48	NUP188	9606.ENSP00000309262	9606.ENSP00000361658	0.686
34294	GTF3C5	PBRM1	9606.ENSP00000361180	9606.ENSP00000386593	0.686
34295	USP21	MARK3	9606.ENSP00000356981	9606.ENSP00000411397	0.686
34296	PAF1	CHD1	9606.ENSP00000221265	9606.ENSP00000483667	0.698
34297	SAP30BP	CDK11B	9606.ENSP00000462116	9606.ENSP00000464036	0.686
34298	EIF2S3	CDC123	9606.ENSP00000253039	9606.ENSP00000281141	0.785
34299	SRSF4	HTATSF1	9606.ENSP00000362900	9606.ENSP00000442699	0.685
34300	SNU13	SNW1	9606.ENSP00000383949	9606.ENSP00000451129	0.685
34301	KEAP1	PGAM5	9606.ENSP00000377245	9606.ENSP00000438465	0.994
34302	KAT2A	MED17	9606.ENSP00000225916	9606.ENSP00000251871	0.685
34303	KAT2A	MED16	9606.ENSP00000225916	9606.ENSP00000325612	0.685
34304	PPWD1	GRK2	9606.ENSP00000261308	9606.ENSP00000312262	0.685
34305	HSPA8	SRRT	9606.ENSP00000437125	9606.ENSP00000480421	0.685
34306	HNRNPK	CIRBP	9606.ENSP00000365458	9606.ENSP00000466025	0.688
34307	FLII	LRRFIP1	9606.ENSP00000324573	9606.ENSP00000375857	0.954
34308	PABPC1	HNRNPK	9606.ENSP00000313007	9606.ENSP00000365458	0.805
34309	NOP53	GTPBP4	9606.ENSP00000246802	9606.ENSP00000354040	0.683
34310	NAP1L4	ANAPC7	9606.ENSP00000369915	9606.ENSP00000394394	0.682
34311	MCM7	PCNA	9606.ENSP00000307288	9606.ENSP00000368458	0.682
34312	CTBP1	ZNF217	9606.ENSP00000290921	9606.ENSP00000360526	0.982
34313	DHX15	CMTR1	9606.ENSP00000336741	9606.ENSP00000362550	0.682
34314	EFTUD2	ALYREF	9606.ENSP00000392094	9606.ENSP00000421592	0.681
34315	SIVA1	PCNA	9606.ENSP00000329213	9606.ENSP00000368458	0.682
34316	PSME3	PSMB3	9606.ENSP00000293362	9606.ENSP00000483688	0.681
34317	RAB8A	RAB1A	9606.ENSP00000300935	9606.ENSP00000387286	0.68
34318	UBE2O	WDR26	9606.ENSP00000323687	9606.ENSP00000498603	0.68
34319	BTF3L4	BTF3	9606.ENSP00000360664	9606.ENSP00000369965	0.68
34320	CLIC5	CLIC4	9606.ENSP00000185206	9606.ENSP00000363500	0.68
34321	SIAH2	SIAH1	9606.ENSP00000322457	9606.ENSP00000349156	0.764
34322	HSP90B1	CALR	9606.ENSP00000299767	9606.ENSP00000320866	0.924
34323	CALR	PRKCSH	9606.ENSP00000320866	9606.ENSP00000466134	0.688
34324	ZNF687	UBE2O	9606.ENSP00000319829	9606.ENSP00000323687	0.68
34325	PSME3	PSMA7	9606.ENSP00000293362	9606.ENSP00000359910	0.678
34326	RBM28	RRP12	9606.ENSP00000223073	9606.ENSP00000446184	0.678
34327	NUP50	KPNA2	9606.ENSP00000345895	9606.ENSP00000438483	0.708
34328	ID2	TCF12	9606.ENSP00000234091	9606.ENSP00000388940	0.677
34329	DERL2	RTN4	9606.ENSP00000158771	9606.ENSP00000337838	0.677
34330	HNRNPH3	HNRNPH1	9606.ENSP00000265866	9606.ENSP00000349168	0.77
34331	COPS2	CUL1	9606.ENSP00000299259	9606.ENSP00000326804	0.677
34332	DDX5	HNRNPH1	9606.ENSP00000225792	9606.ENSP00000349168	0.853
34333	COPS3	CUL1	9606.ENSP00000268717	9606.ENSP00000326804	0.677
34334	AMFR	UBAC2	9606.ENSP00000290649	9606.ENSP00000383911	0.852
34335	SYVN1	UBE2J1	9606.ENSP00000366395	9606.ENSP00000451261	0.677
34336	COPS6	CUL1	9606.ENSP00000304102	9606.ENSP00000326804	0.677
34337	RPA1	RPAIN	9606.ENSP00000254719	9606.ENSP00000385814	0.677
34338	CUL1	FBXO38	9606.ENSP00000326804	9606.ENSP00000342023	0.677
34339	CUL1	FBH1	9606.ENSP00000326804	9606.ENSP00000369335	0.847
34340	CUL1	COPS7B	9606.ENSP00000326804	9606.ENSP00000386880	0.677
34341	HSP90B1	OS9	9606.ENSP00000299767	9606.ENSP00000318165	0.984
34342	ID2	TCF3	9606.ENSP00000234091	9606.ENSP00000262965	0.696
34343	TFIP11	SNRPN	9606.ENSP00000384421	9606.ENSP00000494831	0.675
34344	RPL8	FTSJ3	9606.ENSP00000262584	9606.ENSP00000396673	0.676
34345	SYF2	SNRPN	9606.ENSP00000236273	9606.ENSP00000494831	0.676
34346	SUMO1	RNF4	9606.ENSP00000376077	9606.ENSP00000426503	0.756
34347	CORO1B	CORO1C	9606.ENSP00000340211	9606.ENSP00000394496	0.8
34348	NFKB1	IKBKG	9606.ENSP00000226574	9606.ENSP00000483825	0.885
34349	ARF5	ARF4	9606.ENSP00000000233	9606.ENSP00000306010	0.675
34350	PSME2	PSMB9	9606.ENSP00000216802	9606.ENSP00000363993	0.816
34351	RPLP1	RPL10	9606.ENSP00000346037	9606.ENSP00000413436	0.674
34352	SUMO2	RNF4	9606.ENSP00000405965	9606.ENSP00000426503	0.854
34353	DDX39A	NCBP3	9606.ENSP00000242776	9606.ENSP00000373657	0.675
34354	CTBP2	ZNF217	9606.ENSP00000311825	9606.ENSP00000360526	0.936
34355	CALR	P4HB	9606.ENSP00000320866	9606.ENSP00000327801	0.865
34356	PTBP1	QKI	9606.ENSP00000349428	9606.ENSP00000355094	0.674
34357	PSME3	PSMA1	9606.ENSP00000293362	9606.ENSP00000414359	0.749
34358	PRMT5	RBM23	9606.ENSP00000319169	9606.ENSP00000352956	0.674
